lanebelopp,inkomst,alder,anstallningsform,syfte,ranta,amorteringstid_manader,skuldsattningsgrad,manadskostnad,betalningsborda,tidigare_anmarkning,default
500000,572357,33,Fast anställd,Renovering,10.78,24,0.87,23253,0.488,nej,0
177000,397777,22,Fast anställd,Övrigt,7.79,24,0.44,7988,0.241,nej,0
324000,579774,46,Fast anställd,Konsumtion,11.93,36,0.56,10751,0.223,nej,0
345000,879434,20,Fast anställd,Konsumtion,11.14,48,0.39,8940,0.122,nej,0
500000,727786,27,Egenföretagare,Övrigt,14.18,36,0.69,17133,0.282,ja,0
435000,352036,21,Vikariat,Konsumtion,12.45,60,1.24,9776,0.333,nej,0
500000,620167,40,Egenföretagare,Konsumtion,18.61,48,0.81,14847,0.287,ja,0
500000,598469,39,Fast anställd,Renovering,7.1,36,0.84,15461,0.31,nej,0
403000,583795,57,Fast anställd,Övrigt,8.97,36,0.69,12810,0.263,nej,0
208000,534551,47,Vikariat,Konsumtion,10.71,36,0.39,6781,0.152,nej,0
500000,719683,52,Fast anställd,Övrigt,8.61,12,0.69,43635,0.728,nej,1
476000,467658,40,Fast anställd,Övrigt,11.5,24,1.02,22296,0.572,nej,1
500000,609832,28,Egenföretagare,Renovering,13.43,36,0.82,16951,0.334,nej,0
117000,365292,39,Egenföretagare,Bil,11.82,24,0.32,5498,0.181,nej,0
365000,353954,43,Fast anställd,Övrigt,10.4,48,1.03,9328,0.316,nej,0
350000,444932,45,Fast anställd,Konsumtion,8.09,60,0.79,7112,0.192,nej,0
147000,425857,33,Egenföretagare,Bil,13.08,24,0.35,6994,0.197,nej,1
296000,202490,42,Vikariat,Renovering,7.61,12,1.46,25695,1.523,nej,1
500000,680216,28,Egenföretagare,Bil,18.46,60,0.74,12822,0.226,nej,0
95000,120000,27,Egenföretagare,Konsumtion,14.51,48,0.79,2620,0.262,nej,0
500000,1200000,26,Egenföretagare,Konsumtion,14.78,12,0.42,45077,0.451,nej,0
500000,827080,38,Fast anställd,Bil,10.52,36,0.6,16256,0.236,nej,0
136000,446255,26,Fast anställd,Renovering,10.52,12,0.3,11989,0.322,nej,1
500000,363414,33,Vikariat,Konsumtion,8.89,48,1.38,12416,0.41,ja,1
275000,402737,47,Vikariat,Övrigt,8.24,36,0.68,8648,0.258,nej,0
500000,329529,27,Egenföretagare,Bil,7.82,72,1.52,8723,0.318,nej,1
500000,523041,32,Fast anställd,Övrigt,12.36,36,0.96,16693,0.383,ja,0
252000,464910,38,Fast anställd,Bil,8.8,72,0.54,4517,0.117,nej,0
291000,288288,69,Pensionär,Övrigt,11.53,60,1.01,6404,0.267,nej,0
174000,484431,33,Egenföretagare,Konsumtion,9.51,60,0.36,3655,0.091,nej,0
166000,199973,72,Pensionär,Övrigt,12.07,36,0.83,5519,0.331,nej,0
500000,451253,43,Egenföretagare,Konsumtion,9.7,36,1.11,16063,0.427,nej,0
251000,383542,49,Vikariat,Bil,10.3,36,0.65,8134,0.254,nej,1
180000,378926,37,Vikariat,Övrigt,13.31,12,0.48,16103,0.51,nej,1
294000,277965,64,Pensionär,Konsumtion,15.11,48,1.06,8199,0.354,ja,1
500000,539420,31,Vikariat,Renovering,8.26,60,0.93,10201,0.227,nej,0
420000,320046,41,Vikariat,Renovering,12.73,48,1.31,11211,0.42,nej,1
500000,529434,34,Fast anställd,Bil,9.72,48,0.94,12614,0.286,nej,0
500000,769929,32,Fast anställd,Konsumtion,4.14,36,0.65,14793,0.231,nej,0
500000,425198,33,Egenföretagare,Konsumtion,9.84,48,1.18,12643,0.357,nej,1
334000,527056,31,Fast anställd,Konsumtion,8.48,36,0.63,10540,0.24,nej,0
500000,472723,39,Fast anställd,Renovering,6.58,60,1.06,9802,0.249,nej,0
500000,753948,23,Fast anställd,Bil,12.86,24,0.66,23738,0.378,nej,0
500000,446768,41,Fast anställd,Renovering,8.56,24,1.12,22742,0.611,nej,0
500000,766181,44,Fast anställd,Bil,10.65,12,0.65,44109,0.691,nej,0
500000,471532,32,Fast anställd,Övrigt,10.02,48,1.06,12686,0.323,nej,0
333000,229156,79,Pensionär,Övrigt,11.26,48,1.45,8649,0.453,nej,1
500000,620189,38,Fast anställd,Bil,13.68,12,0.81,44818,0.867,nej,0
455000,439488,22,Fast anställd,Konsumtion,11.19,60,1.04,9936,0.271,nej,0
500000,607541,35,Fast anställd,Konsumtion,13.86,36,0.82,17055,0.337,nej,1
151000,139345,38,Vikariat,Renovering,12.44,36,1.08,5047,0.435,nej,1
362000,489834,42,Fast anställd,Övrigt,9.83,48,0.74,9152,0.224,nej,0
428000,258362,66,Pensionär,Bil,10.3,48,1.66,10917,0.507,nej,0
372000,249661,27,Vikariat,Konsumtion,4.72,24,1.49,16274,0.782,nej,1
500000,335500,27,Egenföretagare,Konsumtion,10.06,48,1.49,12696,0.454,nej,0
379000,399993,31,Fast anställd,Renovering,9.14,60,0.95,7893,0.237,nej,0
144000,356184,32,Vikariat,Renovering,12.23,36,0.4,4799,0.162,nej,0
401000,302984,26,Fast anställd,Renovering,9.44,24,1.32,18401,0.729,nej,1
185000,215145,27,Arbetslös,Bil,14.23,12,0.86,16631,0.928,nej,0
500000,584303,44,Vikariat,Renovering,7.58,48,0.86,12108,0.249,nej,0
500000,539460,54,Fast anställd,Övrigt,5.55,60,0.93,9562,0.213,nej,0
336000,648972,45,Fast anställd,Konsumtion,6.54,72,0.52,5655,0.105,nej,0
500000,717190,51,Fast anställd,Övrigt,13.43,48,0.7,13521,0.226,nej,0
500000,558366,47,Vikariat,Övrigt,7.3,36,0.9,15507,0.333,nej,0
500000,940858,46,Fast anställd,Konsumtion,7.53,72,0.53,8652,0.11,nej,0
325000,304150,34,Vikariat,Renovering,13.49,24,1.07,15526,0.613,ja,1
244000,380229,39,Fast anställd,Konsumtion,5.52,48,0.64,5677,0.179,nej,1
311000,476495,33,Vikariat,Renovering,8.81,36,0.65,9862,0.248,nej,0
500000,630414,35,Egenföretagare,Renovering,13.15,60,0.79,11415,0.217,nej,0
213000,652024,38,Egenföretagare,Konsumtion,10.59,48,0.33,5463,0.101,nej,0
500000,1137838,45,Egenföretagare,Konsumtion,15.8,36,0.44,17529,0.185,nej,0
500000,490892,42,Fast anställd,Renovering,5.25,60,1.02,9493,0.232,nej,0
500000,567590,36,Fast anställd,Bil,8.64,60,0.88,10292,0.218,nej,0
461000,257008,38,Vikariat,Renovering,10.11,24,1.79,21296,0.994,nej,1
500000,1032364,42,Fast anställd,Konsumtion,9.48,48,0.48,12557,0.146,nej,0
399000,434612,44,Fast anställd,Övrigt,6.43,36,0.92,12216,0.337,nej,1
444000,438942,22,Fast anställd,Konsumtion,8.05,72,1.01,7796,0.213,nej,0
262000,433062,27,Fast anställd,Övrigt,11.47,84,0.6,4551,0.126,nej,0
175000,390149,49,Fast anställd,Bil,8.83,24,0.45,7981,0.245,nej,0
278000,238272,67,Pensionär,Renovering,6.83,36,1.17,8562,0.431,nej,0
500000,407054,33,Fast anställd,Konsumtion,14.7,36,1.23,17259,0.509,nej,1
155000,224576,35,Vikariat,Bil,13.73,60,0.69,3585,0.192,ja,0
345000,371438,35,Fast anställd,Bil,11.03,60,0.93,7506,0.242,nej,0
500000,716502,43,Vikariat,Konsumtion,12.52,24,0.7,23658,0.396,nej,0
500000,632527,26,Fast anställd,Övrigt,9.32,36,0.79,15974,0.303,nej,0
198000,391511,68,Pensionär,Bil,7.53,36,0.51,6162,0.189,nej,0
276000,422169,69,Pensionär,Övrigt,10.0,36,0.65,8906,0.253,nej,0
500000,929077,41,Fast anställd,Konsumtion,7.75,48,0.54,12148,0.157,nej,0
62000,174306,69,Pensionär,Renovering,14.68,48,0.36,1715,0.118,ja,0
187000,146170,40,Arbetslös,Konsumtion,14.75,24,1.28,9045,0.743,nej,0
293000,233020,64,Pensionär,Övrigt,12.07,48,1.26,7726,0.398,nej,0
225000,257578,62,Pensionär,Konsumtion,6.65,36,0.87,6911,0.322,nej,0
441000,440119,62,Fast anställd,Konsumtion,11.3,36,1.0,14501,0.395,nej,0
490000,309761,34,Vikariat,Konsumtion,11.56,12,1.58,43435,1.683,nej,0
289000,527950,36,Fast anställd,Konsumtion,8.9,72,0.55,5195,0.118,nej,0
320000,495019,44,Fast anställd,Bil,11.33,60,0.65,7010,0.17,nej,0
177000,165925,50,Arbetslös,Renovering,15.37,36,1.07,6168,0.446,nej,1
208000,228332,32,Fast anställd,Bil,11.17,48,0.91,5393,0.283,nej,0
312000,269295,28,Egenföretagare,Bil,13.39,60,1.16,7161,0.319,nej,0
500000,336172,25,Egenföretagare,Övrigt,15.41,36,1.49,17433,0.622,ja,1
461000,275371,77,Pensionär,Övrigt,8.01,24,1.67,20852,0.909,nej,0
96000,149878,24,Arbetslös,Renovering,12.0,36,0.64,3189,0.255,nej,1
310000,411768,37,Fast anställd,Konsumtion,8.96,36,0.75,9852,0.287,nej,0
178000,329112,28,Fast anställd,Bil,11.61,36,0.54,5879,0.214,nej,0
500000,467878,23,Fast anställd,Konsumtion,11.08,60,1.07,10891,0.279,nej,1
301000,335849,35,Fast anställd,Konsumtion,12.01,36,0.9,9999,0.357,nej,0
354000,363263,28,Fast anställd,Bil,12.27,60,0.97,7923,0.262,nej,0
465000,309267,31,Fast anställd,Övrigt,8.96,24,1.5,21235,0.824,nej,1
438000,409728,58,Egenföretagare,Övrigt,17.09,48,1.07,12659,0.371,nej,0
128000,267464,42,Vikariat,Renovering,11.11,36,0.48,4197,0.188,nej,0
500000,671570,47,Fast anställd,Konsumtion,8.27,84,0.74,7861,0.14,nej,0
500000,417503,46,Vikariat,Renovering,11.43,12,1.2,44291,1.273,nej,1
500000,477133,36,Fast anställd,Renovering,10.71,36,1.05,16301,0.41,nej,0
468000,369860,33,Fast anställd,Övrigt,7.65,60,1.27,9411,0.305,nej,0
256000,535127,40,Egenföretagare,Konsumtion,10.19,36,0.48,8283,0.186,nej,0
348000,461272,39,Vikariat,Bil,10.18,24,0.75,16087,0.419,nej,0
500000,475130,32,Egenföretagare,Konsumtion,12.21,60,1.05,11175,0.282,nej,0
500000,857087,39,Fast anställd,Övrigt,11.49,48,0.58,13042,0.183,nej,0
126000,340404,63,Pensionär,Övrigt,8.84,48,0.37,3126,0.11,nej,0
181000,498701,36,Vikariat,Renovering,11.9,36,0.36,6003,0.144,nej,0
480000,379552,34,Vikariat,Övrigt,7.77,24,1.26,21659,0.685,nej,1
500000,458851,25,Vikariat,Övrigt,15.2,48,1.09,13966,0.365,ja,0
124000,233506,53,Pensionär,Konsumtion,8.37,36,0.53,3907,0.201,nej,0
346000,308525,28,Vikariat,Bil,11.98,36,1.12,11489,0.447,ja,1
500000,409330,56,Vikariat,Renovering,11.99,12,1.22,44422,1.302,nej,0
269000,216538,31,Arbetslös,Renovering,15.12,48,1.24,7503,0.416,nej,1
500000,570236,45,Egenföretagare,Bil,14.93,48,0.88,13898,0.292,ja,0
500000,718655,18,Fast anställd,Övrigt,7.28,48,0.7,12038,0.201,nej,0
134000,216970,27,Egenföretagare,Övrigt,14.24,24,0.62,6449,0.357,ja,0
320000,347646,24,Fast anställd,Bil,9.74,36,0.92,10286,0.355,nej,0
500000,529850,35,Fast anställd,Konsumtion,10.72,36,0.94,16303,0.369,nej,0
297000,281101,62,Vikariat,Konsumtion,9.03,48,1.06,7395,0.316,nej,0
500000,462518,39,Arbetslös,Konsumtion,13.69,24,1.08,23933,0.621,nej,1
167000,226144,51,Arbetslös,Renovering,14.7,60,0.74,3947,0.209,nej,1
183000,475719,35,Fast anställd,Bil,9.29,36,0.38,5844,0.147,nej,0
500000,408229,51,Fast anställd,Renovering,9.87,48,1.22,12650,0.372,nej,0
258000,413305,58,Fast anställd,Renovering,4.0,72,0.62,4036,0.117,nej,0
173000,200292,33,Arbetslös,Renovering,11.87,48,0.86,4545,0.272,nej,0
224000,204432,29,Arbetslös,Konsumtion,14.75,12,1.1,20191,1.185,nej,1
500000,308709,24,Vikariat,Renovering,9.57,36,1.62,16033,0.623,nej,1
425000,385934,34,Egenföretagare,Bil,15.51,48,1.1,11938,0.371,ja,1
500000,866434,38,Egenföretagare,Övrigt,9.38,48,0.58,12533,0.174,nej,0
500000,588055,58,Vikariat,Konsumtion,6.95,36,0.85,15427,0.315,nej,0
500000,534032,25,Fast anställd,Konsumtion,10.54,36,0.94,16261,0.365,nej,0
466000,305761,38,Fast anställd,Bil,9.36,36,1.52,14897,0.585,nej,1
242000,437344,19,Vikariat,Konsumtion,9.36,48,0.55,6064,0.166,nej,0
500000,624058,33,Vikariat,Bil,12.51,72,0.8,9908,0.191,nej,1
500000,789711,41,Fast anställd,Konsumtion,8.72,60,0.63,10311,0.157,nej,0
319000,238853,40,Arbetslös,Bil,13.06,24,1.34,15175,0.762,nej,1
500000,804396,43,Fast anställd,Konsumtion,7.65,36,0.62,15588,0.233,nej,1
478000,498163,41,Fast anställd,Övrigt,7.12,36,0.96,14785,0.356,nej,0
500000,451276,43,Vikariat,Bil,12.46,12,1.11,44532,1.184,nej,0
401000,285423,38,Vikariat,Renovering,10.42,72,1.4,7514,0.316,nej,1
194000,401231,27,Vikariat,Bil,14.28,36,0.48,6657,0.199,nej,0
500000,778665,19,Fast anställd,Konsumtion,4.0,72,0.64,7823,0.121,nej,0
235000,397798,32,Fast anställd,Renovering,13.96,48,0.59,6417,0.194,ja,0
418000,267933,36,Vikariat,Övrigt,12.06,48,1.56,11020,0.494,nej,0
494000,374789,50,Vikariat,Bil,14.74,36,1.32,17062,0.546,ja,1
440000,451652,36,Fast anställd,Bil,6.27,60,0.97,8562,0.227,nej,0
500000,612052,36,Egenföretagare,Konsumtion,7.85,24,0.82,22579,0.443,nej,0
500000,417215,41,Fast anställd,Konsumtion,11.38,72,1.2,9615,0.277,nej,0
500000,660963,35,Vikariat,Övrigt,11.07,48,0.76,12940,0.235,nej,0
83000,201409,72,Pensionär,Renovering,10.06,36,0.41,2681,0.16,nej,0
500000,758279,57,Fast anställd,Bil,9.24,48,0.66,12500,0.198,nej,0
500000,374109,59,Fast anställd,Renovering,11.62,48,1.34,13074,0.419,nej,0
110000,180233,38,Egenföretagare,Övrigt,9.08,60,0.61,2288,0.152,nej,0
311000,393665,41,Vikariat,Konsumtion,10.63,24,0.79,14442,0.44,nej,1
307000,331335,53,Vikariat,Övrigt,10.69,12,0.93,27089,0.981,nej,1
317000,212589,67,Pensionär,Övrigt,8.97,60,1.49,6576,0.371,nej,1
198000,190863,44,Egenföretagare,Konsumtion,19.26,60,1.04,5165,0.325,ja,0
206000,198374,23,Arbetslös,Renovering,14.45,36,1.04,7086,0.429,ja,1
500000,687999,34,Fast anställd,Bil,4.61,24,0.73,21848,0.381,nej,0
385000,600029,49,Fast anställd,Renovering,5.86,36,0.64,11688,0.234,nej,0
500000,498743,30,Fast anställd,Övrigt,11.21,36,1.0,16419,0.395,nej,0
449000,578154,36,Fast anställd,Renovering,9.25,24,0.78,20564,0.427,nej,0
413000,358783,22,Vikariat,Konsumtion,7.31,36,1.15,12811,0.428,nej,0
155000,296438,58,Fast anställd,Renovering,9.75,60,0.52,3274,0.133,nej,0
132000,139354,47,Arbetslös,Renovering,12.7,48,0.95,3522,0.303,nej,0
500000,337354,39,Vikariat,Bil,14.93,36,1.48,17316,0.616,ja,0
500000,342412,43,Vikariat,Konsumtion,12.46,84,1.46,8950,0.314,nej,0
500000,658581,41,Fast anställd,Renovering,15.8,60,0.76,12106,0.221,nej,0
338000,637338,51,Fast anställd,Konsumtion,6.54,24,0.53,15063,0.284,nej,0
466000,604282,32,Fast anställd,Konsumtion,4.84,36,0.77,13933,0.277,nej,0
350000,443255,45,Fast anställd,Övrigt,10.97,36,0.79,11454,0.31,nej,0
382000,301574,48,Fast anställd,Övrigt,11.97,48,1.27,10054,0.4,nej,1
436000,418413,50,Vikariat,Konsumtion,8.29,48,1.04,10703,0.307,nej,1
500000,347163,54,Pensionär,Konsumtion,6.31,36,1.44,15281,0.528,nej,1
195000,144848,64,Pensionär,Bil,10.36,36,1.35,6325,0.524,nej,0
183000,270487,27,Vikariat,Konsumtion,15.28,24,0.68,8897,0.395,nej,0
500000,383897,39,Fast anställd,Bil,7.31,12,1.3,43335,1.355,nej,0
482000,307277,55,Pensionär,Bil,9.72,60,1.57,10175,0.397,nej,0
279000,233046,55,Pensionär,Konsumtion,4.75,72,1.2,4461,0.23,nej,0
500000,482459,59,Fast anställd,Bil,9.0,24,1.04,22842,0.568,nej,1
500000,398209,44,Egenföretagare,Bil,11.98,72,1.26,9770,0.294,nej,0
500000,462451,39,Fast anställd,Bil,13.17,36,1.08,16888,0.438,nej,1
500000,309218,41,Egenföretagare,Övrigt,9.48,60,1.62,10496,0.407,nej,0
203000,169439,36,Arbetslös,Renovering,15.99,12,1.2,18417,1.304,nej,1
362000,335006,47,Fast anställd,Bil,7.57,12,1.08,31418,1.125,nej,1
277000,332375,64,Pensionär,Övrigt,9.73,36,0.83,8903,0.321,nej,0
500000,442362,39,Vikariat,Renovering,16.07,60,1.13,12178,0.33,nej,1
79000,163954,37,Arbetslös,Övrigt,19.24,36,0.48,2905,0.213,nej,1
500000,832529,27,Fast anställd,Övrigt,14.4,60,0.6,11738,0.169,nej,0
298000,269849,75,Pensionär,Bil,10.49,36,1.1,9684,0.431,nej,0
500000,835315,33,Fast anställd,Konsumtion,8.97,24,0.6,22835,0.328,nej,1
499000,390528,48,Fast anställd,Övrigt,10.21,72,1.28,9297,0.286,nej,0
254000,240553,39,Fast anställd,Konsumtion,10.67,12,1.06,22410,1.118,nej,0
150000,219816,51,Arbetslös,Renovering,18.26,48,0.68,4427,0.242,ja,1
500000,500955,27,Egenföretagare,Övrigt,14.64,60,1.0,11801,0.283,ja,0
385000,299634,61,Pensionär,Renovering,7.62,24,1.28,17346,0.695,nej,1
268000,169302,25,Arbetslös,Bil,18.0,36,1.58,9689,0.687,ja,1
344000,483061,39,Fast anställd,Övrigt,12.18,12,0.71,30593,0.76,nej,0
500000,408831,53,Fast anställd,Bil,12.45,36,1.22,16715,0.491,nej,0
500000,439844,53,Fast anställd,Konsumtion,17.46,60,1.14,12550,0.342,nej,1
500000,656429,18,Fast anställd,Bil,10.56,36,0.76,16265,0.297,nej,0
500000,521505,40,Fast anställd,Konsumtion,7.53,24,0.96,22507,0.518,nej,0
183000,605302,18,Fast anställd,Renovering,8.3,24,0.3,8302,0.165,nej,0
500000,450830,45,Fast anställd,Bil,9.11,60,1.11,10406,0.277,nej,0
500000,433780,49,Fast anställd,Bil,13.27,84,1.15,9170,0.254,nej,0
359000,326531,37,Fast anställd,Renovering,11.33,24,1.1,16787,0.617,nej,1
500000,429547,38,Fast anställd,Bil,6.13,12,1.16,43063,1.203,nej,0
66000,120000,35,Arbetslös,Bil,14.58,24,0.55,3187,0.319,nej,0
437000,329354,30,Egenföretagare,Övrigt,10.9,48,1.33,11273,0.411,ja,0
156000,194761,39,Arbetslös,Konsumtion,15.73,48,0.8,4400,0.271,nej,1
500000,595576,35,Fast anställd,Bil,7.73,36,0.84,15606,0.314,nej,0
355000,445059,47,Fast anställd,Konsumtion,7.97,12,0.8,30876,0.833,nej,0
500000,526410,36,Egenföretagare,Övrigt,9.94,72,0.95,9248,0.211,ja,1
280000,227993,29,Fast anställd,Konsumtion,11.39,72,1.23,5386,0.283,nej,0
500000,479312,22,Fast anställd,Konsumtion,12.52,36,1.04,16732,0.419,nej,1
278000,271623,19,Fast anställd,Bil,7.77,60,1.02,5606,0.248,nej,1
251000,320325,51,Fast anställd,Bil,9.09,60,0.78,5221,0.196,nej,0
472000,457939,33,Fast anställd,Renovering,8.3,36,1.03,14856,0.389,nej,1
500000,764282,41,Fast anställd,Konsumtion,11.05,48,0.65,12935,0.203,ja,0
338000,412471,55,Vikariat,Bil,8.64,48,0.82,8353,0.243,nej,0
453000,492072,32,Fast anställd,Konsumtion,6.75,60,0.92,8917,0.217,nej,0
500000,485611,31,Fast anställd,Renovering,12.92,12,1.03,44640,1.103,nej,1
229000,309646,36,Egenföretagare,Bil,4.63,12,0.74,19565,0.758,nej,0
248000,404176,38,Fast anställd,Bil,10.76,48,0.61,6381,0.189,nej,0
289000,567832,56,Fast anställd,Renovering,10.21,12,0.51,25436,0.538,nej,0
162000,195710,77,Pensionär,Renovering,13.63,24,0.83,7750,0.475,nej,0
224000,601732,44,Fast anställd,Bil,8.91,36,0.37,7114,0.142,nej,0
500000,426779,52,Fast anställd,Konsumtion,8.57,24,1.17,22744,0.64,nej,0
368000,652747,36,Fast anställd,Konsumtion,7.48,60,0.56,7370,0.135,nej,0
500000,684458,40,Fast anställd,Bil,10.39,36,0.73,16225,0.284,nej,0
141000,201676,34,Vikariat,Konsumtion,9.42,48,0.7,3537,0.21,nej,0
412000,330780,25,Egenföretagare,Konsumtion,9.31,12,1.25,36089,1.309,nej,1
500000,362422,50,Fast anställd,Konsumtion,7.66,36,1.38,15590,0.516,nej,1
240000,192056,43,Vikariat,Renovering,8.19,60,1.25,4888,0.305,nej,0
379000,340650,38,Fast anställd,Bil,6.99,72,1.11,6460,0.228,nej,0
500000,1149042,37,Fast anställd,Renovering,9.71,48,0.44,12612,0.132,nej,0
154000,448349,22,Vikariat,Konsumtion,10.95,24,0.34,7174,0.192,nej,1
463000,956514,28,Fast anställd,Konsumtion,10.87,36,0.48,15130,0.19,nej,0
289000,653556,41,Fast anställd,Konsumtion,9.87,24,0.44,13319,0.245,nej,0
168000,377133,32,Fast anställd,Renovering,11.2,36,0.45,5516,0.176,ja,0
295000,427786,35,Fast anställd,Renovering,4.19,48,0.69,6686,0.188,nej,0
500000,600761,36,Fast anställd,Renovering,6.86,36,0.83,15407,0.308,nej,1
159000,338152,63,Pensionär,Bil,11.41,60,0.47,3490,0.124,nej,0
500000,399484,28,Fast anställd,Bil,11.35,24,1.25,23385,0.702,nej,0
455000,288226,21,Fast anställd,Renovering,11.96,36,1.58,15104,0.629,nej,0
500000,1200000,36,Fast anställd,Konsumtion,11.59,48,0.42,13066,0.131,nej,0
149000,412266,44,Egenföretagare,Bil,14.78,84,0.36,2857,0.083,nej,0
500000,323188,21,Vikariat,Konsumtion,11.05,24,1.55,23316,0.866,nej,0
500000,376874,37,Vikariat,Konsumtion,14.91,60,1.33,11871,0.378,nej,1
500000,391850,40,Egenföretagare,Konsumtion,11.28,48,1.28,12991,0.398,nej,0
335000,307680,62,Pensionär,Övrigt,14.5,24,1.09,16164,0.63,nej,1
500000,767145,52,Fast anställd,Renovering,7.93,60,0.65,10121,0.158,nej,0
176000,468086,34,Fast anställd,Renovering,7.87,24,0.38,7950,0.204,nej,0
86000,209229,67,Pensionär,Konsumtion,11.16,48,0.41,2229,0.128,ja,0
91000,190916,33,Arbetslös,Bil,12.96,24,0.48,4325,0.272,nej,1
431000,257990,57,Pensionär,Övrigt,8.7,36,1.67,13646,0.635,nej,0
315000,804812,48,Fast anställd,Renovering,10.85,60,0.39,6825,0.102,nej,0
331000,736667,28,Fast anställd,Renovering,9.24,48,0.45,8275,0.135,nej,0
500000,507693,35,Fast anställd,Konsumtion,7.98,48,0.98,12202,0.288,nej,0
107000,233428,43,Egenföretagare,Bil,10.64,60,0.46,2307,0.119,nej,0
500000,318359,52,Fast anställd,Bil,12.54,12,1.57,44551,1.679,nej,1
500000,491537,27,Fast anställd,Övrigt,10.29,36,1.02,16202,0.396,nej,0
118000,328041,65,Pensionär,Renovering,10.19,84,0.36,1971,0.072,ja,0
142000,428858,51,Fast anställd,Konsumtion,13.28,60,0.33,3251,0.091,nej,0
282000,256773,70,Pensionär,Bil,10.58,36,1.1,9176,0.429,nej,1
500000,397329,44,Fast anställd,Bil,11.1,24,1.26,23327,0.705,nej,1
500000,484955,27,Fast anställd,Renovering,11.82,48,1.03,13123,0.325,nej,1
162000,212358,34,Fast anställd,Renovering,11.95,24,0.76,7622,0.431,nej,1
224000,255081,36,Egenföretagare,Renovering,10.07,60,0.88,4767,0.224,nej,0
346000,392594,29,Fast anställd,Övrigt,6.82,12,0.88,29910,0.914,nej,1
500000,746108,21,Fast anställd,Konsumtion,15.49,48,0.67,14040,0.226,nej,0
131000,162193,29,Arbetslös,Konsumtion,15.82,60,0.81,3173,0.235,ja,1
271000,520822,51,Fast anställd,Renovering,10.45,48,0.52,6932,0.16,nej,0
500000,392106,38,Vikariat,Renovering,14.63,36,1.28,17242,0.528,nej,0
500000,570501,51,Vikariat,Konsumtion,9.24,24,0.88,22897,0.482,nej,0
315000,760629,39,Fast anställd,Konsumtion,8.6,48,0.41,7779,0.123,nej,0
500000,355000,30,Vikariat,Bil,13.66,72,1.41,10212,0.345,nej,0
487000,413983,50,Fast anställd,Bil,10.03,12,1.18,42822,1.241,nej,1
296000,287120,40,Vikariat,Bil,11.88,12,1.03,26283,1.098,nej,0
500000,449381,47,Fast anställd,Renovering,12.66,36,1.11,16765,0.448,ja,1
329000,311168,27,Vikariat,Konsumtion,9.11,48,1.06,8204,0.316,nej,1
500000,593486,48,Fast anställd,Renovering,8.67,36,0.84,15823,0.32,nej,1
500000,419621,48,Vikariat,Bil,13.05,48,1.19,13426,0.384,nej,1
500000,601469,40,Fast anställd,Konsumtion,8.76,36,0.83,15844,0.316,nej,0
500000,759753,29,Fast anställd,Renovering,10.57,36,0.66,16268,0.257,nej,0
500000,938468,37,Fast anställd,Konsumtion,7.08,60,0.53,9919,0.127,nej,0
500000,510748,44,Fast anställd,Övrigt,14.6,12,0.98,45035,1.058,nej,0
230000,412437,69,Pensionär,Renovering,10.3,12,0.56,20253,0.589,nej,0
347000,432318,44,Fast anställd,Konsumtion,10.35,12,0.8,30563,0.848,nej,0
358000,267333,45,Arbetslös,Bil,17.05,60,1.34,8907,0.4,nej,0
243000,259205,28,Arbetslös,Renovering,14.06,60,0.94,5662,0.262,nej,0
468000,515527,26,Vikariat,Konsumtion,18.3,60,0.91,11961,0.278,ja,0
500000,505308,37,Fast anställd,Konsumtion,5.71,24,0.99,22095,0.525,nej,0
119000,386959,34,Fast anställd,Konsumtion,7.96,36,0.31,3727,0.116,nej,0
290000,220297,45,Egenföretagare,Övrigt,11.83,36,1.32,9609,0.523,ja,0
498000,482138,27,Fast anställd,Bil,4.8,48,1.03,11424,0.284,nej,1
500000,836142,48,Fast anställd,Konsumtion,8.18,60,0.6,10181,0.146,nej,0
263000,324991,51,Vikariat,Konsumtion,9.93,12,0.81,23113,0.853,nej,0
209000,375321,68,Pensionär,Renovering,8.83,48,0.56,5184,0.166,ja,1
500000,674667,38,Egenföretagare,Övrigt,7.61,24,0.74,22525,0.401,nej,0
392000,442727,30,Fast anställd,Bil,9.6,60,0.89,8252,0.224,nej,0
500000,574192,32,Vikariat,Konsumtion,9.99,72,0.87,9260,0.194,nej,0
231000,176657,33,Fast anställd,Konsumtion,8.84,60,1.31,4777,0.324,nej,0
312000,318710,52,Fast anställd,Konsumtion,6.33,12,0.98,26900,1.013,nej,0
