lanebelopp,kontantinsats_procent,inkomst,skuldkvot,bostadsort,ranta,tidigare_betalningsanmarkning,default
5000000,15.7,862083,5.8,Stockholm,3.61,nej,1
1776713,15.4,353571,5.03,Ovrigt,3.54,nej,1
2759509,19.8,459211,6.01,Stockholm,2.7,nej,0
1507559,17.8,300000,5.03,Malmo,4.01,ja,1
1434097,12.2,510715,2.81,Malmo,3.13,nej,0
1666754,15.1,322572,5.17,Goteborg,3.29,nej,1
5000000,15.6,1200000,4.17,Stockholm,2.74,nej,0
2576945,10.7,353961,7.28,Stockholm,3.91,ja,1
3342295,13.5,666279,5.02,Stockholm,2.38,nej,0
5000000,12.0,1117653,4.47,Stockholm,5.0,nej,0
1854477,15.4,562212,3.3,Malmo,4.07,nej,0
1243967,10.9,429453,2.9,Ovrigt,4.0,nej,0
973189,11.8,300000,3.24,Ovrigt,2.43,nej,0
908876,14.9,300000,3.03,Ovrigt,2.23,nej,0
1568939,12.4,544716,2.88,Ovrigt,3.36,nej,0
2160767,11.1,808114,2.67,Malmo,3.02,nej,0
3536000,15.7,501049,7.06,Stockholm,5.0,ja,1
694889,16.5,300000,2.32,Ovrigt,4.16,ja,0
1681733,14.1,300000,5.61,Malmo,3.18,nej,0
881738,13.3,300000,2.94,Malmo,4.09,nej,0
2024072,14.7,570653,3.55,Stockholm,3.31,nej,0
4558310,11.1,926944,4.92,Goteborg,3.66,ja,1
2998105,17.0,640019,4.68,Goteborg,3.83,nej,0
1622027,18.3,452269,3.59,Ovrigt,2.79,nej,0
2067247,13.1,416629,4.96,Goteborg,3.81,nej,0
1492774,17.0,387214,3.86,Goteborg,4.48,ja,0
2877925,11.2,702400,4.1,Ovrigt,2.65,nej,1
3582438,25.1,647125,5.54,Stockholm,4.37,nej,0
1211628,13.9,300000,4.04,Goteborg,2.93,nej,0
3197896,12.9,456153,7.01,Stockholm,2.22,nej,1
1286991,14.1,300000,4.29,Ovrigt,2.73,nej,0
1060445,20.0,321738,3.3,Ovrigt,2.58,nej,0
5000000,18.8,748004,6.68,Stockholm,3.32,nej,0
1864735,14.6,383472,4.86,Ovrigt,4.17,nej,1
3296740,12.8,579113,5.69,Stockholm,3.35,nej,0
1871483,11.8,676974,2.76,Ovrigt,4.15,nej,0
1469286,17.9,302978,4.85,Ovrigt,3.84,nej,1
2268745,17.9,843807,2.69,Ovrigt,2.87,ja,1
1584411,15.6,456560,3.47,Stockholm,3.74,nej,0
1285739,19.2,414852,3.1,Ovrigt,2.85,nej,0
1533822,14.6,357724,4.29,Ovrigt,4.48,ja,1
4674819,12.0,627417,7.45,Stockholm,3.17,nej,0
1922906,17.0,478225,4.02,Ovrigt,4.87,nej,0
5000000,12.1,710364,7.04,Stockholm,3.46,nej,1
719940,13.3,300000,2.4,Ovrigt,3.55,nej,0
1343943,12.4,381106,3.53,Stockholm,4.74,ja,0
4273696,15.7,1089542,3.92,Ovrigt,2.31,nej,1
2606477,13.8,402884,6.47,Goteborg,3.85,nej,1
4374077,11.6,789918,5.54,Stockholm,3.07,nej,0
1093873,20.0,313935,3.48,Stockholm,2.79,nej,1
2273003,16.7,534002,4.26,Stockholm,4.05,ja,1
1715834,14.8,464687,3.69,Goteborg,2.31,nej,0
3454130,11.6,721527,4.79,Stockholm,3.76,nej,0
795783,13.5,300000,2.65,Malmo,3.11,nej,0
4702014,16.2,638231,7.37,Stockholm,3.14,nej,1
2109835,14.9,377038,5.6,Stockholm,2.0,nej,1
1878224,10.8,455767,4.12,Ovrigt,3.74,nej,1
1402830,18.2,394537,3.56,Stockholm,3.35,nej,1
685798,18.0,300000,2.29,Ovrigt,2.92,nej,0
1388501,13.1,358810,3.87,Ovrigt,2.64,nej,0
1681660,17.4,300000,5.61,Malmo,3.67,nej,1
1591024,11.8,365779,4.35,Malmo,3.41,nej,1
1420953,14.4,300000,4.74,Ovrigt,3.2,nej,1
2082003,14.5,300000,6.94,Stockholm,2.61,nej,0
3226033,11.4,897333,3.6,Stockholm,3.38,nej,0
1482488,13.1,355606,4.17,Stockholm,4.3,ja,1
1521241,17.9,372699,4.08,Ovrigt,3.99,nej,1
4251547,15.4,807062,5.27,Stockholm,2.48,nej,1
1216826,12.7,345940,3.52,Malmo,2.77,nej,0
1011130,16.6,300000,3.37,Ovrigt,4.37,nej,0
1511653,11.7,438228,3.45,Ovrigt,3.31,nej,0
4783364,16.8,764650,6.26,Goteborg,3.35,nej,1
1391919,16.5,374098,3.72,Stockholm,3.78,nej,0
1114795,17.3,376977,2.96,Ovrigt,5.0,ja,1
1314443,16.1,300000,4.38,Malmo,2.5,nej,0
3279687,13.7,510282,6.43,Stockholm,4.51,nej,1
3704819,14.0,605422,6.12,Stockholm,3.17,nej,0
1477916,11.1,300000,4.93,Ovrigt,3.36,nej,1
1947397,13.6,368502,5.28,Malmo,3.24,nej,1
1134691,14.0,300000,3.78,Ovrigt,4.1,nej,0
1140974,17.0,412846,2.76,Ovrigt,3.78,nej,0
2752164,12.9,674871,4.08,Malmo,3.11,nej,1
1708536,17.5,315256,5.42,Goteborg,2.52,nej,0
2277769,15.0,381143,5.98,Goteborg,3.05,nej,1
5000000,15.5,730159,6.85,Stockholm,2.4,nej,1
4034298,22.0,793998,5.08,Goteborg,3.73,nej,0
1107775,17.6,300000,3.69,Ovrigt,2.79,nej,0
1059431,15.3,413530,2.56,Malmo,3.14,nej,0
1048830,10.6,448315,2.34,Ovrigt,3.9,nej,1
1572907,12.7,469384,3.35,Goteborg,3.68,nej,0
807497,12.6,300000,2.69,Malmo,3.43,nej,0
2109973,13.6,540600,3.9,Malmo,2.72,nej,0
2988836,15.5,812388,3.68,Malmo,3.49,nej,0
1686602,11.7,419435,4.02,Ovrigt,2.72,nej,0
2248532,16.0,395362,5.69,Stockholm,3.5,nej,0
2008790,12.6,398215,5.04,Goteborg,2.42,nej,1
5000000,13.8,1200000,4.17,Stockholm,3.92,nej,1
2687300,13.4,703613,3.82,Goteborg,3.32,nej,0
4053840,13.1,631599,6.42,Goteborg,3.19,nej,0
1429809,14.5,510203,2.8,Malmo,3.43,nej,0
1511308,20.8,307289,4.92,Ovrigt,3.13,nej,0
1465542,16.6,408305,3.59,Malmo,3.24,nej,0
1416363,14.6,388027,3.65,Ovrigt,4.44,ja,0
1930441,14.4,609156,3.17,Goteborg,3.83,nej,0
2223368,10.9,809010,2.75,Malmo,3.63,nej,0
4861438,14.6,934096,5.2,Stockholm,4.21,ja,0
2242389,12.6,338488,6.62,Stockholm,3.01,nej,0
2025214,13.4,534773,3.79,Goteborg,3.84,nej,0
3226806,21.5,656517,4.92,Goteborg,2.65,nej,0
3455859,18.7,764933,4.52,Stockholm,4.27,nej,1
2329990,15.8,464309,5.02,Stockholm,3.63,nej,1
5000000,12.3,1200000,4.17,Stockholm,3.91,nej,0
1401336,11.2,300000,4.67,Ovrigt,4.07,ja,0
2167555,12.9,387210,5.6,Stockholm,3.13,nej,0
1968398,11.4,536830,3.67,Goteborg,3.77,nej,0
4954784,16.8,1200000,4.13,Stockholm,2.36,nej,0
1848957,17.4,316640,5.84,Malmo,2.85,nej,1
2240365,20.9,536954,4.17,Stockholm,3.09,nej,0
5000000,16.1,918886,5.44,Stockholm,2.37,nej,0
2024632,12.2,485461,4.17,Goteborg,3.58,nej,0
4040510,13.2,522384,7.73,Stockholm,4.54,ja,0
3688014,16.2,748819,4.93,Stockholm,2.17,nej,1
3229574,17.7,665974,4.85,Stockholm,2.95,nej,0
5000000,16.7,901824,5.54,Stockholm,3.1,nej,1
5000000,15.5,1001077,4.99,Stockholm,3.39,nej,1
5000000,10.9,675224,7.4,Stockholm,3.71,nej,1
1902430,16.3,449860,4.23,Ovrigt,3.03,nej,0
2477882,18.7,481973,5.14,Malmo,3.76,nej,1
2924915,15.2,594604,4.92,Goteborg,3.25,nej,1
4083640,12.2,610521,6.69,Stockholm,2.84,nej,1
1874139,13.8,400214,4.68,Ovrigt,3.34,nej,0
3646804,10.7,789101,4.62,Goteborg,2.44,nej,0
5000000,13.7,1095198,4.57,Stockholm,3.05,nej,0
1314182,11.5,300000,4.38,Malmo,3.09,nej,0
3483186,11.9,599594,5.81,Stockholm,2.84,nej,1
3309662,12.9,453396,7.3,Stockholm,4.72,nej,1
1778448,11.9,431754,4.12,Goteborg,3.98,nej,1
1290510,13.1,470243,2.74,Ovrigt,3.32,nej,0
2880096,15.5,639073,4.51,Goteborg,3.92,ja,1
1050297,17.6,382754,2.74,Ovrigt,4.29,ja,1
1082322,13.9,300000,3.61,Ovrigt,3.57,nej,0
2988167,17.9,405948,7.36,Stockholm,4.14,nej,1
5000000,14.9,854780,5.85,Stockholm,3.76,nej,1
1813024,16.0,300000,6.04,Goteborg,2.01,nej,0
2665098,14.5,786203,3.39,Goteborg,3.7,nej,0
3745245,13.2,602288,6.22,Goteborg,3.24,ja,1
2653437,17.4,677707,3.92,Ovrigt,2.87,nej,0
820645,13.6,369746,2.22,Ovrigt,3.79,nej,0
1414774,18.5,300000,4.72,Malmo,2.08,nej,0
5000000,12.2,709378,7.05,Stockholm,4.23,nej,0
1573389,21.0,666543,2.36,Ovrigt,3.69,nej,1
2235525,12.9,579481,3.86,Ovrigt,3.75,ja,0
1488979,12.0,307098,4.85,Ovrigt,3.7,nej,1
2036697,14.4,618284,3.29,Stockholm,3.89,nej,0
1683137,13.7,357491,4.71,Malmo,3.33,nej,0
2328394,19.4,430323,5.41,Stockholm,4.33,ja,0
4225944,12.5,875154,4.83,Stockholm,2.61,nej,0
2258341,15.7,369899,6.11,Stockholm,4.42,ja,1
830638,18.5,309425,2.68,Malmo,3.56,nej,0
1540716,12.6,300000,5.14,Malmo,4.06,nej,0
1076047,11.1,329028,3.27,Stockholm,3.3,nej,0
2038320,11.0,518432,3.93,Goteborg,3.38,nej,0
3649438,14.6,778092,4.69,Goteborg,2.65,nej,0
1907871,15.5,454089,4.2,Goteborg,3.9,ja,1
1520204,19.3,326995,4.65,Stockholm,3.57,nej,0
4069997,14.0,684181,5.95,Goteborg,3.62,nej,1
3854552,11.8,785661,4.91,Ovrigt,4.23,nej,0
3332069,11.3,461161,7.23,Stockholm,3.48,nej,0
2775008,14.0,493154,5.63,Stockholm,3.14,nej,0
3698253,21.0,600948,6.15,Goteborg,3.53,nej,0
3725554,13.7,765856,4.86,Ovrigt,2.87,nej,1
1413104,11.7,359355,3.93,Malmo,4.31,ja,0
1047618,15.3,300000,3.49,Malmo,2.78,nej,0
1969052,16.1,629428,3.13,Goteborg,2.96,nej,0
2543818,16.8,609032,4.18,Malmo,3.52,ja,1
4523281,13.6,598662,7.56,Stockholm,3.25,nej,0
1579477,10.9,353891,4.46,Malmo,3.59,nej,1
2449554,16.4,595854,4.11,Ovrigt,4.19,nej,0
1582046,14.6,546458,2.9,Malmo,3.17,nej,0
765591,14.9,300000,2.55,Ovrigt,3.91,ja,0
1431657,19.0,408251,3.51,Ovrigt,2.0,nej,0
2635542,14.6,347777,7.58,Stockholm,4.33,ja,1
1684511,13.8,526684,3.2,Ovrigt,3.22,nej,0
3894515,16.2,537727,7.24,Stockholm,3.21,nej,0
1319750,13.9,410739,3.21,Goteborg,4.1,nej,0
3570211,16.6,589394,6.06,Stockholm,3.53,nej,0
3630966,14.9,606902,5.98,Stockholm,2.95,nej,0
4238695,14.0,699395,6.06,Goteborg,2.66,nej,0
2469985,17.0,756483,3.27,Stockholm,2.51,nej,0
1598893,16.5,459289,3.48,Goteborg,2.93,nej,0
1962877,14.7,600469,3.27,Malmo,4.23,ja,0
5000000,12.6,701022,7.13,Stockholm,2.0,nej,1
1988515,16.4,503510,3.95,Stockholm,3.12,nej,0
1106659,12.0,420884,2.63,Malmo,4.63,ja,0
3197813,11.1,562817,5.68,Stockholm,2.58,nej,1
1811652,14.0,489972,3.7,Ovrigt,3.09,nej,0
2083518,19.2,382005,5.45,Malmo,3.5,ja,1
1694314,18.4,342434,4.95,Ovrigt,2.0,nej,1
4263797,17.6,972380,4.38,Malmo,2.72,nej,0
4507572,13.4,712043,6.33,Goteborg,2.56,nej,0
1644225,13.7,326361,5.04,Malmo,3.67,nej,1
3342138,17.2,750411,4.45,Stockholm,3.49,nej,1
4680011,12.8,626146,7.47,Stockholm,2.57,nej,0
1924541,13.6,468185,4.11,Ovrigt,3.98,nej,1
2244049,10.7,516554,4.34,Goteborg,3.64,nej,0
2672850,16.7,644259,4.15,Ovrigt,3.05,nej,0
1525574,12.3,459662,3.32,Ovrigt,4.18,ja,0
962444,13.6,390492,2.46,Ovrigt,2.63,nej,1
2589755,18.3,607359,4.26,Ovrigt,2.0,nej,0
3179112,18.6,536764,5.92,Goteborg,3.25,nej,0
4116465,12.1,626930,6.57,Stockholm,2.38,nej,0
1656316,14.2,501625,3.3,Malmo,3.61,ja,0
3029790,10.4,470973,6.43,Goteborg,3.45,nej,0
1149372,10.7,444049,2.59,Malmo,2.52,ja,0
986054,14.7,316577,3.11,Ovrigt,3.32,nej,0
1117201,14.3,327594,3.41,Malmo,3.7,nej,0
962583,16.0,327935,2.94,Goteborg,2.0,nej,0
1743972,15.7,342219,5.1,Stockholm,3.62,nej,0
1770748,11.1,343902,5.15,Goteborg,4.34,nej,0
4046831,16.0,556984,7.27,Stockholm,3.05,nej,0
2114766,13.1,417169,5.07,Ovrigt,3.64,nej,0
3711251,14.5,535781,6.93,Stockholm,2.6,nej,0
1614748,17.6,300000,5.38,Stockholm,4.7,ja,1
5000000,13.7,1121115,4.46,Stockholm,3.51,nej,0
3725453,14.6,683233,5.45,Malmo,3.33,nej,0
2183054,17.7,528767,4.13,Malmo,3.3,nej,0
5000000,12.2,1200000,4.17,Stockholm,3.44,nej,1
2199955,16.8,403953,5.45,Stockholm,3.58,ja,1
4408932,19.2,1040331,4.24,Goteborg,2.62,nej,1
2290901,11.6,405921,5.64,Stockholm,3.11,nej,0
2368248,13.6,486744,4.87,Malmo,3.17,nej,1
1513226,14.6,300000,5.04,Malmo,2.5,nej,1
2028004,15.7,491824,4.12,Goteborg,3.13,nej,1
4076802,16.4,696948,5.85,Stockholm,3.16,nej,1
1818197,13.8,376293,4.83,Ovrigt,3.58,ja,1
4234205,14.3,650535,6.51,Goteborg,3.41,nej,1
1516815,14.6,460287,3.3,Malmo,3.55,nej,0
2000038,11.0,484578,4.13,Stockholm,2.8,nej,0
2087231,19.6,389755,5.36,Goteborg,3.29,nej,1
4243068,15.2,826012,5.14,Stockholm,3.75,nej,0
1070301,12.0,376435,2.84,Goteborg,2.59,nej,0
1822565,10.5,577325,3.16,Ovrigt,2.2,nej,0
4669419,16.9,797378,5.86,Goteborg,3.43,ja,1
2107226,16.8,306359,6.88,Stockholm,3.52,nej,0
5000000,15.8,939563,5.32,Stockholm,2.93,nej,1
5000000,14.7,1114781,4.49,Goteborg,2.46,nej,0
3888392,13.0,660532,5.89,Stockholm,3.96,nej,0
3224026,12.0,758906,4.25,Stockholm,2.49,nej,0
2236500,13.9,606101,3.69,Ovrigt,3.1,nej,0
1222920,11.6,437926,2.79,Goteborg,3.64,nej,0
3477633,13.5,642365,5.41,Stockholm,3.6,nej,0
937425,19.8,300000,3.12,Ovrigt,3.45,nej,0
3989895,12.4,631247,6.32,Stockholm,3.34,ja,1
1966067,12.7,488573,4.02,Ovrigt,3.53,nej,0
3658110,14.5,734147,4.98,Stockholm,3.21,nej,0
1315952,12.1,613030,2.15,Ovrigt,3.44,nej,0
1097810,16.1,324512,3.38,Malmo,4.02,nej,0
1296979,13.3,323500,4.01,Ovrigt,2.48,nej,0
1999657,21.1,854441,2.34,Ovrigt,3.43,nej,0
2103035,23.0,562343,3.74,Stockholm,3.29,nej,0
1756284,15.6,433658,4.05,Ovrigt,3.77,nej,0
2694075,15.5,476010,5.66,Goteborg,5.0,ja,1
1403680,17.9,351979,3.99,Goteborg,4.25,nej,0
5000000,19.8,1143279,4.37,Stockholm,3.7,nej,1
2530192,11.5,395900,6.39,Goteborg,2.84,nej,1
2873167,14.1,380440,7.55,Stockholm,2.95,nej,0
1321159,16.5,369425,3.58,Malmo,3.63,nej,0
1760535,12.1,300000,5.87,Goteborg,2.84,ja,1
1200684,15.5,308502,3.89,Ovrigt,3.06,nej,0
1508119,15.5,300000,5.03,Ovrigt,2.76,nej,0
2872206,17.8,625915,4.59,Goteborg,2.49,nej,1
3090554,15.0,456176,6.77,Stockholm,3.35,nej,0
5000000,14.0,851812,5.87,Stockholm,3.67,nej,1
5000000,14.2,1044860,4.79,Stockholm,3.56,nej,1
5000000,11.4,816245,6.13,Stockholm,3.27,nej,0
2431425,11.0,547898,4.44,Stockholm,2.99,nej,1
2405071,12.3,631874,3.81,Stockholm,2.89,nej,0
1016958,17.4,300000,3.39,Ovrigt,3.72,nej,0
2433429,10.7,419361,5.8,Malmo,2.89,nej,1
2340133,10.8,423294,5.53,Stockholm,2.88,nej,0
2758672,14.1,584043,4.72,Malmo,3.45,nej,0
5000000,19.0,1200000,4.17,Stockholm,2.61,nej,1
1946960,11.4,597153,3.26,Goteborg,3.25,nej,0
1159811,10.5,300000,3.87,Malmo,2.88,nej,0
2315410,15.2,423160,5.47,Goteborg,2.8,nej,1
3333692,11.8,513495,6.49,Goteborg,3.05,nej,0
1088124,12.4,414547,2.62,Ovrigt,3.65,nej,0
1003819,12.7,300000,3.35,Ovrigt,3.31,nej,0
1382482,20.0,488022,2.83,Malmo,3.38,nej,0
1004495,10.8,300000,3.35,Malmo,3.66,nej,1
1157687,19.1,303166,3.82,Malmo,3.57,nej,0
4415029,13.8,773220,5.71,Stockholm,3.09,nej,0
1184793,13.1,325700,3.64,Goteborg,3.53,nej,1
3173988,17.1,740650,4.29,Stockholm,3.1,nej,0
1723393,14.5,300000,5.74,Goteborg,3.93,ja,0
5000000,14.4,990465,5.05,Goteborg,3.82,nej,0
2069084,14.1,438139,4.72,Stockholm,3.51,nej,0
1527087,18.1,366052,4.17,Ovrigt,2.45,nej,0
1321747,18.7,456911,2.89,Ovrigt,2.9,nej,0
1559946,14.9,319291,4.89,Ovrigt,3.59,nej,1
2765449,13.3,517809,5.34,Goteborg,2.0,nej,1
2274100,17.0,503904,4.51,Ovrigt,3.84,ja,1
3047137,12.2,876985,3.47,Stockholm,3.36,nej,0
2145747,16.3,549409,3.91,Ovrigt,4.84,nej,0
3150410,16.4,557532,5.65,Stockholm,3.46,nej,1
1131265,14.3,377508,3.0,Ovrigt,3.13,nej,0
5000000,17.1,1200000,4.17,Stockholm,3.9,nej,1
2253910,14.8,585344,3.85,Ovrigt,2.99,nej,1
1268038,12.9,300000,4.23,Ovrigt,3.23,nej,0
2113899,13.7,621564,3.4,Stockholm,3.25,nej,0
2109985,14.8,427599,4.93,Goteborg,3.56,nej,0
998143,14.0,379217,2.63,Ovrigt,2.65,nej,0
987118,15.5,300000,3.29,Goteborg,3.7,nej,0
1350795,12.6,339500,3.98,Ovrigt,2.88,nej,0
3276312,16.1,913119,3.59,Malmo,4.44,nej,0
2741312,22.6,616387,4.45,Goteborg,2.29,nej,1
1466398,12.8,300000,4.89,Stockholm,2.75,nej,1
5000000,17.6,971590,5.15,Stockholm,2.0,nej,0
2181091,12.5,618994,3.52,Ovrigt,4.98,nej,0
2735455,13.1,423490,6.46,Goteborg,2.46,nej,0
2675157,14.2,651417,4.11,Goteborg,3.66,nej,1
1941597,14.5,346708,5.6,Goteborg,3.64,nej,0
1246468,11.4,366552,3.4,Malmo,2.66,nej,0
2652466,17.1,728992,3.64,Ovrigt,4.12,ja,0
1353342,12.1,359082,3.77,Ovrigt,2.56,nej,0
1205121,16.0,300000,4.02,Goteborg,2.71,nej,1
1377202,11.3,390303,3.53,Ovrigt,2.26,nej,0
1146643,12.0,387923,2.96,Ovrigt,3.6,nej,0
1801271,11.4,714506,2.52,Malmo,2.02,nej,1
1113853,13.1,402614,2.77,Ovrigt,3.44,nej,0
3246746,12.0,504522,6.44,Stockholm,3.99,ja,1
5000000,14.7,907113,5.51,Stockholm,4.25,nej,0
1242992,14.9,420128,2.96,Ovrigt,3.22,nej,0
1565114,12.7,362214,4.32,Goteborg,3.71,nej,0
1420842,13.1,635393,2.24,Ovrigt,3.51,nej,0
1224241,19.1,432554,2.83,Ovrigt,3.14,nej,0
4062957,14.2,597894,6.8,Stockholm,4.5,ja,1
1688317,14.1,429837,3.93,Ovrigt,3.43,nej,0
1128596,14.3,318613,3.54,Goteborg,4.1,ja,0
1481151,13.6,395908,3.74,Goteborg,2.64,nej,0
2374203,12.4,443047,5.36,Malmo,3.52,nej,0
1017289,16.9,370324,2.75,Ovrigt,3.68,nej,0
4739324,18.6,993482,4.77,Stockholm,2.55,nej,0
2830984,11.5,533365,5.31,Goteborg,3.16,nej,1
2780059,14.7,622788,4.46,Malmo,2.64,ja,1
1404794,18.9,401819,3.5,Ovrigt,2.25,nej,0
3813319,24.3,675032,5.65,Malmo,3.16,nej,0
2975296,17.9,700122,4.25,Stockholm,5.0,ja,0
3976791,14.6,600410,6.62,Stockholm,4.33,nej,1
1635304,16.0,486351,3.36,Goteborg,3.02,nej,0
1187042,18.9,300000,3.96,Ovrigt,2.63,nej,0
5000000,10.5,731436,6.84,Stockholm,4.51,ja,1
3134299,13.3,587668,5.33,Stockholm,2.0,nej,1
1401566,11.3,327486,4.28,Ovrigt,2.96,nej,1
5000000,17.1,929669,5.38,Stockholm,2.75,nej,0
758903,11.9,300000,2.53,Ovrigt,3.48,ja,0
1857048,18.5,373622,4.97,Malmo,4.03,nej,0
2935647,12.5,603853,4.86,Ovrigt,2.0,nej,0
3978785,17.9,677530,5.87,Stockholm,4.09,ja,0
2400229,17.7,585871,4.1,Stockholm,3.41,nej,0
1107652,15.8,442591,2.5,Ovrigt,3.16,nej,0
1246294,21.2,430096,2.9,Ovrigt,3.37,nej,0
729885,11.2,300000,2.43,Ovrigt,4.21,ja,0
2900947,19.2,519330,5.59,Stockholm,3.29,nej,0
1782440,13.1,764218,2.33,Ovrigt,2.0,nej,0
857844,14.8,307512,2.79,Ovrigt,2.67,nej,1
1573550,14.6,389523,4.04,Malmo,4.16,nej,0
1139424,14.8,322336,3.53,Ovrigt,2.5,nej,0
1471878,13.6,386618,3.81,Ovrigt,3.25,nej,0
1741227,13.6,350372,4.97,Malmo,2.77,nej,0
2513978,12.0,725558,3.46,Stockholm,3.56,nej,0
1619240,11.2,529096,3.06,Goteborg,3.08,nej,0
2870050,15.9,813758,3.53,Stockholm,4.3,ja,0
1406300,19.4,321137,4.38,Goteborg,4.14,ja,1
1242204,13.6,426711,2.91,Goteborg,2.97,nej,0
3625577,11.0,545637,6.64,Stockholm,2.0,nej,0
3056001,13.7,716589,4.26,Stockholm,2.68,nej,0
3271407,14.8,434830,7.52,Stockholm,2.48,nej,1
2062441,11.4,577383,3.57,Ovrigt,2.47,nej,0
2221640,15.7,643428,3.45,Ovrigt,3.5,nej,0
2734843,14.1,402097,6.8,Stockholm,4.41,nej,0
1396912,12.5,328946,4.25,Ovrigt,2.7,ja,1
2010990,10.6,395231,5.09,Goteborg,2.3,nej,1
5000000,15.2,1200000,4.17,Stockholm,3.34,nej,0
2600357,15.5,502846,5.17,Stockholm,3.94,ja,1
5000000,13.8,956513,5.23,Goteborg,3.47,nej,1
976732,17.1,300000,3.26,Ovrigt,3.17,nej,0
1385723,17.8,300000,4.62,Ovrigt,4.42,ja,1
2010499,12.6,453775,4.43,Stockholm,3.54,nej,0
1944268,11.7,425799,4.57,Stockholm,3.73,nej,0
2354328,17.0,439257,5.36,Goteborg,4.63,ja,1
1897051,13.3,449768,4.22,Stockholm,2.48,nej,0
1847170,14.5,430310,4.29,Stockholm,3.55,nej,0
4403346,20.8,949213,4.64,Stockholm,3.59,nej,0
2707060,16.6,653120,4.14,Ovrigt,2.99,nej,0
2791971,11.9,585205,4.77,Ovrigt,2.99,nej,0
3224057,12.1,602956,5.35,Goteborg,3.01,nej,1
1905938,15.3,415441,4.59,Ovrigt,2.67,nej,0
2801638,16.3,489523,5.72,Stockholm,2.37,nej,0
1006965,12.1,333946,3.02,Goteborg,4.49,nej,0
2559833,16.6,690518,3.71,Stockholm,3.85,nej,0
1332111,16.5,300000,4.44,Malmo,3.22,nej,0
930062,17.0,300000,3.1,Ovrigt,2.32,nej,0
2295731,21.4,701632,3.27,Malmo,3.53,nej,1
4753095,16.0,1045765,4.55,Goteborg,2.98,nej,1
2502324,11.2,517786,4.83,Malmo,3.11,nej,0
4649932,12.2,929668,5.0,Stockholm,4.55,nej,0
1637243,14.0,362819,4.51,Ovrigt,5.0,ja,1
1677994,12.3,300000,5.59,Goteborg,2.6,ja,1
3484912,15.2,624601,5.58,Goteborg,3.42,nej,1
3304508,11.6,555551,5.95,Malmo,3.3,nej,1
1608639,12.8,455279,3.53,Malmo,3.41,nej,0
3351550,11.3,542015,6.18,Stockholm,2.87,nej,0
3571768,18.5,650101,5.49,Malmo,3.2,nej,1
2370057,13.8,402603,5.89,Stockholm,2.54,nej,0
1342130,19.0,300000,4.47,Ovrigt,3.82,nej,0
1007398,15.7,300000,3.36,Ovrigt,3.8,nej,0
1607618,14.0,414152,3.88,Ovrigt,4.18,nej,0
808449,15.7,300000,2.69,Malmo,2.74,nej,0
2433972,11.9,371871,6.55,Goteborg,3.36,nej,0
3102687,12.7,450312,6.89,Stockholm,4.43,nej,1
1698711,18.4,360683,4.71,Ovrigt,2.79,nej,1
2111182,17.2,329407,6.41,Stockholm,2.59,nej,0
1754977,12.9,506298,3.47,Goteborg,3.38,nej,0
3335384,12.4,983547,3.39,Stockholm,3.9,nej,1
4529299,19.7,630454,7.18,Stockholm,2.8,nej,1
3185774,12.3,819564,3.89,Malmo,4.36,nej,0
4531821,16.3,1018253,4.45,Stockholm,2.65,nej,1
2074095,15.7,546393,3.8,Ovrigt,3.59,nej,0
3178104,11.8,615305,5.17,Stockholm,2.79,nej,0
3745170,13.9,602594,6.22,Stockholm,2.92,nej,0
3061182,15.1,663656,4.61,Goteborg,3.69,nej,0
3279244,16.1,510594,6.42,Stockholm,3.07,nej,1
2139922,11.3,300000,7.13,Stockholm,2.29,nej,0
1319234,12.6,487381,2.71,Ovrigt,2.72,nej,0
1803948,16.3,379865,4.75,Stockholm,3.63,nej,1
1027357,18.3,300000,3.42,Ovrigt,3.44,nej,0
4555436,16.4,597249,7.63,Stockholm,3.64,nej,1
2824057,10.6,574899,4.91,Stockholm,2.84,nej,0
977631,16.8,300000,3.26,Ovrigt,2.56,nej,0
3970869,13.4,638065,6.22,Stockholm,2.71,nej,0
4532931,11.0,878925,5.16,Stockholm,2.75,nej,0
1996422,15.4,311347,6.41,Goteborg,3.17,nej,0
5000000,18.4,993503,5.03,Stockholm,2.49,nej,0
1095717,19.0,300000,3.65,Ovrigt,3.84,nej,0
5000000,15.7,1200000,4.17,Stockholm,3.51,nej,0
780255,15.1,339590,2.3,Ovrigt,2.68,nej,0
1779941,14.0,424321,4.19,Ovrigt,3.08,nej,0
1641817,19.2,300000,5.47,Goteborg,2.67,nej,0
1247059,18.5,390485,3.19,Ovrigt,3.11,nej,0
1926377,15.2,535733,3.6,Goteborg,2.7,nej,0
1874715,10.3,386750,4.85,Ovrigt,4.49,nej,0
2475097,18.3,476759,5.19,Stockholm,2.25,nej,0
1450587,11.0,302965,4.79,Malmo,2.44,nej,1
2212017,13.4,768511,2.88,Goteborg,3.06,nej,0
2150375,14.3,495004,4.34,Goteborg,3.26,nej,1
4392198,10.8,819378,5.36,Malmo,3.26,nej,0
1063048,13.5,324294,3.28,Ovrigt,3.75,nej,0
3008353,12.0,501862,5.99,Stockholm,3.47,nej,0
3479760,13.9,827560,4.2,Stockholm,2.65,nej,0
1009249,16.9,300000,3.36,Ovrigt,4.15,ja,0
1724019,16.5,300000,5.75,Malmo,3.58,nej,1
